template_id,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
422,2025,6,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",4310,810,229.07637836112008,33.09695338003056,230.90787465413248,2.6213118953921217,314.2948537934162,66,27,54779,15692,3217,14125,87,21658
423,2025,3,MQ,American Eagle Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1385,172,33.86862112741371,3.126018157987928,65.13832155360741,0.07413654197261614,69.79195032361798,24,1,8931,2793,382,2304,15,3437
424,2025,5,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2805,802,95.83212866730632,43.36489685524345,404.6917772606678,0.2318895117319026,257.87801097945925,122,11,63322,18753,3364,17117,82,24006
425,2025,8,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1636,233,72.68555041610853,19.391100055763754,61.49610611587413,0.6138313158570657,78.81568523769529,13,3,17115,5203,935,4347,36,6594
426,2025,9,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12362,1652,430.0125649017358,58.92818345385143,554.0125044271357,3.2083158455581304,605.8410666501746,178,48,106538,34426,4893,29723,205,37291
427,2025,8,RU,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",4891,1349,112.3648198482761,27.188545139250103,845.120118356684,1.8608264550082738,362.46859002235976,167,21,97190,29542,5312,24685,206,37445
428,2025,4,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2564,520,153.71048280030277,16.975523874903363,210.9611531885993,0.98206187112424,137.37002822772928,50,4,29469,9156,1349,7699,53,11212
429,2025,3,EV,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3284,673,118.2769218898665,20.94902660696719,246.14093171181327,0.060507820415018364,287.5690693080753,128,6,48308,15098,2069,12464,84,18593
430,2025,12,NW,Northwest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",7566,1983,495.09375306800996,72.44682395287234,856.9067471037995,13.153735586061892,545.3989643077629,105,16,101719,31135,5562,25195,188,39639
431,2025,6,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",1426,311,98.70866266947779,14.540024607318463,83.98562417838563,0.8863705904338302,112.8785208917578,37,4,19364,5549,1137,4993,30,7655
432,2025,2,9E,Pinnacle Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",4226,1001,169.7478313307062,25.33057406966256,357.8555736417577,1.3419309078605042,446.72784999390734,208,10,62930,19219,3850,16658,100,23103
433,2025,3,US,US Airways Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",7057,1222,331.9975423971682,16.12069280655522,490.1720930476356,3.124008995351147,380.5807163335573,90,7,53438,16701,2289,13788,93,20567
434,2025,3,HA,Hawaiian Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",2466,274,138.01343774064222,12.736656916594644,7.366361540502781,1.0430184395354465,114.8410740448522,24,2,11860,3708,508,3060,20,4564
435,2025,5,NW,Northwest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",7884,1220,318.41658531559887,47.00777751437417,580.279637612991,4.483349541395683,269.8126146251901,53,15,59758,17696,3175,16154,78,22655
436,2025,6,XE,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",3830,1252,114.61000736665368,10.92531050715398,804.1807955043439,1.8301979429571844,320.4518971131878,199,27,104051,29804,6112,26831,166,41138
437,2025,8,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1369,239,78.01385219604414,6.423311175319337,89.77831037313572,0.25516566245943856,64.47648780069208,6,1,13863,4215,757,3521,29,5341
438,2025,3,XE,ExpressJet Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",2437,498,82.54901807135334,8.629864554510231,146.88151290261538,0.8381615562483306,259.10146088349813,72,5,30229,9448,1295,7800,52,11634
439,2025,2,HP,America West Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5148,1086,232.36664450860255,15.224591350790563,545.1019712457037,6.934753439044675,286.3677265769178,100,6,47728,14577,2920,12633,76,17522
440,2025,8,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",1393,271,91.64776865140833,4.402305459649149,32.192246272376025,1.5272674525418668,141.23091939217514,9,2,12605,3834,688,3201,26,4856
441,2025,10,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1411,267,75.95121405338378,5.885946327965122,114.99864039330633,0.3124136796755755,69.85179838857833,18,1,14974,4728,586,4151,24,5485
442,2025,6,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",9905,2685,658.0047181023644,243.46946615293757,1102.62561471519,4.560688452439161,676.3395184076077,283,31,170323,48785,10005,43921,272,67340
443,2025,2,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",1350,225,60.567176392191485,2.617743237748875,26.009760899108276,1.228214919839192,134.5755622701604,30,2,9984,3052,610,2642,15,3665
444,2025,12,CO,Continental Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4427,1402,153.00845869850784,48.303538012687156,902.5828623810147,3.8093771256404887,294.2978980911839,113,10,92647,28357,5066,22948,172,36104
445,2025,2,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",3827,679,142.0812741951901,13.479209403871865,286.0603285408349,4.16682615563513,233.21342229989517,70,6,35677,10896,2183,9443,57,13098
446,2025,9,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2342,335,100.6576344583598,8.591373767491596,122.26508728241387,0.1280885564036684,103.35987831688747,23,3,18407,5949,845,5135,35,6443
447,2025,8,XE,ExpressJet Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",2781,485,76.92963478076018,8.458474379594074,144.90458471266294,2.678633069922131,252.02377766507917,32,5,30196,9180,1650,7669,64,11633
448,2025,6,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",9905,2685,658.0047181023644,243.46946615293757,1102.62561471519,4.560688452439161,676.3395184076077,283,31,170323,48785,10005,43921,272,67340
449,2025,10,NW,Northwest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",7580,1192,271.6092413517451,38.36124583542861,562.5494787768681,3.875244611182192,315.60482578099,84,7,57406,18125,2247,15914,92,21028
450,2025,12,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",1450,252,60.32106214474869,9.25115973298702,110.41758750995413,0.9506282056727197,71.05413726999433,25,2,14932,4573,816,3698,27,5818
451,2025,4,YX,Republic Airline,DCA,"Washington, DC: Ronald Reagan Washington National",1794,261,63.315820570408896,7.374823739356595,87.62843023232533,0.6735737428521882,102.01220685654368,83,3,16305,5067,746,4260,29,6203
452,2025,5,EV,ExpressJet Airlines Inc.,DEN,"Denver, CO: Denver International",1306,239,51.02356243110502,5.274256038388494,66.92800825655362,0.08663309622038509,115.6854156497152,35,8,16393,4856,871,4431,21,6214
453,2025,2,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",3292,744,144.41569778067858,17.332078137820943,414.09767932301713,0.22866206323000082,167.9264125934808,54,5,47707,14570,2919,12628,76,17514
454,2025,8,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4805,883,195.44722250475402,14.608288035940385,329.2537721139079,7.463161093901823,336.2275526530961,37,6,44210,13439,2416,11228,94,17033
455,2025,7,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6361,1181,294.6549506993032,29.527693244362865,202.90208450684707,3.7112477537433533,650.2061352105993,43,14,58245,17120,3321,14598,82,23124
456,2025,9,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",4190,481,163.13423662303302,17.613779479393894,117.02182541272883,1.9118452054691006,181.3178041426848,33,7,30143,9741,1384,8409,58,10551
457,2025,10,TZ,ATA Airlines d/b/a ATA,MDW,"Chicago, IL: Chicago Midway International",1619,221,35.68578128409572,1.4259812516759447,101.2773509950576,1.9986208052569807,80.61232638583373,17,1,10984,3469,430,3045,17,4023
458,2025,9,MQ,American Eagle Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",7071,853,162.1357379931791,35.76026196107026,211.50815666775304,1.0881878583450963,442.50587860054225,140,25,53525,17296,2458,14933,103,18735
459,2025,1,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12499,2110,477.2911822429368,130.18300378526246,767.2308689837004,3.7820365106473917,731.5134455800079,269,24,125012,39382,7846,32377,205,45202
460,2025,2,DH,Atlantic Coast Airlines,IAD,"Washington, DC: Washington Dulles International",4052,613,96.57645309157057,9.095409199420184,146.48344367262368,0.4807594516614617,360.3537416993121,113,6,32822,10025,2008,8688,52,12049
461,2025,6,WN,Southwest Airlines Co.,SAT,"San Antonio, TX: San Antonio International",1322,307,103.81174749635004,9.225046269079893,38.295558454629095,0.9518171021285367,154.71837141631153,14,3,16256,4659,954,4191,25,6427
462,2025,3,EV,ExpressJet Airlines Inc.,DEN,"Denver, CO: Denver International",1598,302,59.92935643933583,6.591525483929895,90.73662488889816,0.10807562371948538,144.63867150122203,49,3,20134,6293,862,5195,35,7749
463,2025,3,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6904,1650,182.3652339223757,34.18151209295333,777.4513637839935,0.6255430683737702,655.3745841339812,274,14,110451,34517,4732,28499,192,42511
464,2025,6,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3360,569,152.05050985717733,38.134442265944884,139.11378483971308,0.16276045570307202,239.5385214220097,43,10,50331,14418,2956,12978,80,19899
465,2025,3,FL,AirTran Airways Corporation,MCO,"Orlando, FL: Orlando International",1518,287,53.94600049367753,3.410069798170836,106.93957436835849,0.043323614193573556,122.66528205367898,14,3,16458,5145,705,4246,28,6334
466,2025,6,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",3102,479,157.32980847290347,14.506634194749486,173.36102871630618,0.4491721999648812,133.3522861312233,13,5,25659,7352,1507,6616,40,10144
467,2025,5,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",2093,371,100.5569553927292,2.6775616149156245,34.17181425515848,1.0197226386233167,232.57444917523594,16,1,16517,4893,877,4464,21,6262
468,2025,9,EV,ExpressJet Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1356,211,56.22816314352446,0.8982783979673645,51.259925812241285,0.05788387394569783,102.5557839886653,18,3,15151,4897,695,4227,29,5303
469,2025,5,OH,PSA Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",1735,325,72.35922467079374,10.63905371016588,101.18602016006822,0.16260560967240403,140.6551993784588,44,6,25423,7530,1350,6872,33,9638
470,2025,11,EV,ExpressJet Airlines LLC,EWR,"Newark, NJ: Newark Liberty International",1333,258,46.16097485152809,4.37590267771716,140.34549357946736,0.1959375037835813,66.92178761475172,12,2,20672,6590,851,5682,43,7506
471,2025,2,9E,Pinnacle Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1901,399,84.18000637723414,18.709461730139708,137.2066935019114,1.4289231629359846,157.4767339249685,75,6,26480,8088,1620,7009,42,9721
472,2025,9,NW,Northwest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",7311,982,253.033836183403,41.49844925634456,429.43806627850046,2.332529660801154,255.69575974763964,93,9,50505,16321,2319,14090,97,17678
473,2025,3,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",1574,369,54.22304370726072,19.27276639061327,199.31182747729423,1.0693297539534055,95.12304491694313,35,5,27935,8732,1196,7208,48,10751
474,2025,3,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2403,446,130.7419707792962,7.924343780699309,172.5828506511582,0.1429768441392472,134.60580639392018,54,3,24392,7624,1045,6293,42,9388
475,2025,6,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1499,238,62.84717714581767,16.57792323247612,62.94402233810887,1.0655289375286174,94.5670810746288,15,4,17113,4904,1005,4412,27,6765
476,2025,4,XE,ExpressJet Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",2336,424,57.17403127301866,6.07422908632917,133.76185731942786,0.6091744015686642,226.38345347551544,33,2,23021,7154,1053,6014,41,8759
477,2025,5,RU,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",4840,1319,99.74000456932104,15.251268230827993,866.5986544919516,1.837319700031323,335.57556400163696,94,14,84130,24913,4470,22742,110,31895
478,2025,2,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3674,696,204.1492627409147,37.17630857575564,259.51304159859177,1.9547254707047577,193.2066775123246,70,6,42325,12927,2590,11203,67,15538
479,2025,5,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4418,654,165.81149995293572,7.530499559797406,248.56461839381083,3.962623247484451,228.1307476067046,37,7,31644,9371,1681,8554,41,11997
480,2025,5,DH,Atlantic Coast Airlines,ORD,"Chicago, IL: Chicago O'Hare International",3777,966,98.11088599263961,14.468488333276522,479.76421772800484,0.44263856810250196,373.21363354368805,146,18,79206,23456,4208,21411,103,30028
481,2025,11,YX,Republic Airline,DCA,"Washington, DC: Ronald Reagan Washington National",2014,281,66.39180010350327,3.6842902624019143,119.3930707715331,0.6184485743514678,90.90788253397285,18,3,15929,5078,656,4378,33,5784
482,2025,4,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3471,618,117.67351488550288,13.149608593235007,272.1961038809735,0.829345624918881,214.15169806970007,155,4,48879,15186,2237,12771,88,18597
483,2025,8,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2024,280,72.27064657939916,13.734767810339953,74.34924075184452,0.4503538591510379,119.19497190439824,19,4,18615,5660,1017,4728,39,7171
484,2025,12,US,US Airways Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",6986,1271,318.62667991690427,22.519842126536595,546.9504064181137,3.435496179679845,379.4700971672976,90,6,54858,16792,3000,13588,101,21377
485,2025,7,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5607,1362,276.5243117609985,49.18542002963379,597.5280091805286,2.0036196676906655,436.7591677852136,121,24,96192,28271,5485,24110,136,38190
486,2025,6,MQ,American Eagle Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1506,206,42.37504455691017,2.79446854666636,67.15650994525895,0.24198409538094284,93.43712270427265,21,1,11147,3195,654,2874,17,4407
487,2025,2,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",9102,2298,557.1983047788974,201.78375606477653,1070.3461709580602,4.117374618446291,464.5544308525123,375,14,140278,42838,8584,37132,224,51500
488,2025,11,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2869,342,86.58170383327035,9.672355698248596,117.00189147704646,0.2954341245064894,128.44467368393651,9,2,22954,7317,945,6309,48,8335
489,2025,11,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",4180,625,146.31876980981994,5.30790284834976,169.76981830346034,0.7661031456832403,302.8388185203926,23,4,39988,12745,1647,10992,83,14521
490,2025,5,US,US Airways Inc.,PHL,"Philadelphia, PA: Philadelphia International",4167,897,175.5535427492742,18.06235607907939,506.96991403062384,1.1965238616136844,195.21926006569805,43,10,44164,13080,2346,11938,57,16743
491,2025,3,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",2141,366,95.04649194787048,2.5665555578013852,36.720322382038646,0.6234870128403519,231.04314830214986,42,1,15968,4992,684,4120,27,6145
492,2025,8,OH,Comair Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",5952,1014,426.8961901857894,232.56228569965512,295.71327254865764,3.499113285543267,55.32770974068007,133,11,55836,16974,3051,14181,118,21512
493,2025,11,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2728,635,78.05442443287629,7.405783952207828,351.14310625944876,0.06092986152813592,198.3345199729214,84,4,45537,14514,1875,12517,95,16536
494,2025,12,AQ,Aloha Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",1629,259,99.3598661317971,9.116211221368609,47.29281576479725,1.153432446051309,102.08503381049015,26,2,12651,3874,691,3133,23,4930
495,2025,11,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",2623,378,76.91894884402846,3.01055823456644,160.84370616952586,0.127106026819043,137.09969437771394,10,2,19835,6323,817,5452,41,7202
496,2025,5,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",3099,517,149.42629877024058,11.352657159688684,107.62059573644268,1.3792824352269748,247.22323776574063,21,8,28528,8450,1515,7711,37,10815
497,2025,6,MQ,American Eagle Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",7197,1570,234.33417117572247,71.48564634887444,360.82013960713965,1.237604794283232,902.1188376262148,200,37,100491,28784,5903,25913,160,39731
498,2025,2,UA,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",1717,252,81.76645845286447,8.307432060638778,70.14495416135594,0.0899475939650066,91.69229025700339,48,2,14781,4516,904,3912,23,5426
499,2025,10,XE,ExpressJet Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",2466,375,61.07235374017245,3.22934417704478,117.15792717234001,0.5604061957915386,192.98314354457634,16,2,20852,6585,816,5780,33,7638
500,2025,9,EV,ExpressJet Airlines LLC,IAH,"Houston, TX: George Bush Intercontinental/Houston",2116,358,55.8678715220159,8.598492643001473,202.37280765084353,0.16377942176271842,90.99714840519711,65,6,24659,7970,1132,6879,47,8631
